상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
47127,27-014,롯데칠성 핫식스 355ml  24캔,20500.0,26700.0,3000.0,0.0,0.0,,OFR72229271,SKU76954136
47131,24-05,농심 웰치스 포도 355ml 24개,16500.0,21500.0,3000.0,0.0,0.0,,OFR73252217,SKU86595528
47132,27-330,롯데칠성 마운틴듀 355ml 24개,13940.0,16100.0,3000.0,0.0,0.0,,OFR99364742,SKU64201568
47133,27-04-02,롯데칠성 밀키스 500ml 20개,20000.0,25700.0,3000.0,0.0,0.0,,OFR09124779,SKU58525969
47134,29-06,일화 초정 탄산수 500ml 20펫,16100.0,20900.0,3000.0,0.0,0.0,,OFR27290911,SKU42932996
47135,14-52-03,몽베스트 스파클링 라임 500ml 24개,11620.0,15000.0,3000.0,0.0,0.0,,OFR85767870,SKU58002119
47137,20-12-01,광동 위생천 75ml 100개,42500.0,45400.0,3000.0,0.0,0.0,,OFR08240493,SKU35721441
47138,14-12,HC꽁치 400g(강구나루) 24개,64400.0,78900.0,3000.0,0.0,0.0,,OFR08357980,SKU04577435
47139,14-01,펭귄 꽁치(한마리) 400g 24개,74200.0,89800.0,3000.0,0.0,0.0,,OFR19968777,SKU97902383
47140,10-04,유동 꽁치 통조림 400g 24개,68800.0,89400.0,3000.0,0.0,0.0,,OFR17215065,SKU01622812
47144,35-02,참맑은 녹차 캔 175ml 30개,7200.0,9400.0,3000.0,0.0,0.0,,OFR09293453,SKU88609411
47145,12-01-01,동원 보성녹차 340ml 24개,10900.0,14200.0,3000.0,0.0,0.0,,OFR45524948,SKU68201440
47147,21-103,남양 맛있는 두유GT검은콩깨 200ml 병 (10개입) 3세트 총 30개,20400.0,26500.0,3000.0,0.0,0.0,,OFR87438450,SKU67960983
47150,21-100,남양 맛있는 두유 GT 검은콩깨 190ml 24개,9700.0,12600.0,3000.0,0.0,0.0,,OFR85099496,SKU63199182
47151,23-07,웅진 초록매실 1.5L 12개,22700.0,29500.0,3000.0,0.0,0.0,,OFR40330824,SKU68972521
47152,35-27-01,참맑은 매실 캔 175ml 30개,8400.0,10900.0,3000.0,0.0,0.0,,OFR85755153,SKU11888019
47153,23-19-01,초록매실 캔 180ml 90개,28790.0,30000.0,3000.0,0.0,0.0,,OFR32428317,SKU28702989
47154,23-19,웅진 초록매실180ml 30개,8000.0,10400.0,3000.0,0.0,0.0,,OFR62286703,SKU24125569
47155,23-08,웅진 초록매실 500ml 20개,23000.0,29900.0,3000.0,0.0,0.0,,OFR44910908,SKU27831217
47156,81-63,해태 갈아만든배 500ml 24개,31400.0,40800.0,3000.0,0.0,0.0,,OFR29299954,SKU47341463
47157,32-30,해태 갈아만든배 1.5L 12개,27600.0,35900.0,3000.0,0.0,0.0,,OFR92708309,SKU91294023
47158,32-18,해태 갈아만든배 캔 238ml 24개,14000.0,18200.0,3000.0,0.0,0.0,,OFR00652520,SKU91229183
47159,32-02,해태 갈아만든배 238ml 72개,38800.0,50400.0,3000.0,0.0,0.0,,OFR41598036,SKU75390348
47160,32-18-01,해태 갈아만든배 340ml 24개,16100.0,20900.0,3000.0,0.0,0.0,,OFR44249675,SKU19099283
47162,10-07,유동 번데기 130g 48개,37500.0,48800.0,3000.0,0.0,0.0,,OFR02215848,SKU62733633
47163,10-14-02,유동 뚝배기번데기탕(구수한맛) 280g 24개,38800.0,50400.0,3000.0,0.0,0.0,,OFR62653055,SKU20871617
47164,10-14,유동 뚝배기 번데기탕(얼큰한 맛) 280g 24개,38800.0,50400.0,3000.0,0.0,0.0,,OFR36519360,SKU05095223
47165,10-29,유동 번데기 280g 24개,34800.0,45200.0,3000.0,0.0,0.0,,OFR20286220,SKU74619915
47166,23-17,웅진 하늘보리 1.5L 12개,14850.0,17200.0,3000.0,0.0,0.0,,OFR12196224,SKU52105464
47167,30-12-02,진로 블랙보리 1.5L 12개,16400.0,21200.0,3000.0,0.0,0.0,,OFR47039688,SKU48051971
47168,30-12,블랙보리 340ml 20개,11900.0,15500.0,3000.0,0.0,0.0,,OFR63474529,SKU83796020
47169,23-18,웅진 하늘보리500ml 20개,13000.0,16600.0,3000.0,0.0,0.0,,OFR41830082,SKU38850933
47172,30-12-01,블랙보리 520ml 20개,15200.0,18400.0,3000.0,0.0,0.0,,OFR33429007,SKU05987392
47176,39-91,오뚜기 진라면 매운맛 멀티팩(5개입) 8개,23100.0,30000.0,3000.0,0.0,0.0,,OFR89506040,SKU78157835
47178,54-10,삼양라면 오리지널 멀티팩(5개입) 8개 총 40개,23600.0,30700.0,3000.0,0.0,0.0,,OFR39577303,SKU35633429
47180,54-21,팔도 비빔면 멀티팩(5개입) 8개,35600.0,46300.0,3000.0,0.0,0.0,,OFR39315335,SKU20754360
47183,28-13-05,현대약품 비타업 100ml 100개,33500.0,43600.0,3000.0,0.0,0.0,,OFR64719317,SKU96702009
47184,28-24-01,동아제약 오로나민C 120ml 50개,35600.0,46300.0,3000.0,0.0,0.0,,OFR36445803,SKU02801344
47185,28-20,동아제약 오란씨 파인애플맛 250ml 30개,12700.0,16500.0,3000.0,0.0,0.0,,OFR10706728,SKU80289880
47186,32-13,해태 과일촌 아침에사과 1.5L 12개,29200.0,38000.0,3000.0,0.0,0.0,,OFR30777014,SKU56277696
47187,23-54-01,웅진 자연은 요거풋풋사과 1.5L 12개,15500.0,20200.0,3000.0,0.0,0.0,,OFR46433887,SKU06821699
47188,26-10,웅진 가야 사과농장 1.5L 12개,25200.0,31700.0,3000.0,0.0,0.0,,OFR34377340,SKU07133974
47189,20-13,매일 피크닉 사과맛 200ml 24개,9400.0,12200.0,3000.0,0.0,0.0,,OFR25765830,SKU64167347
47190,32,해태 과일촌 아침에사과 500ml 24개,24850.0,34800.0,3000.0,0.0,0.0,,OFR45730482,SKU99049670
47191,27-28,롯데칠성 사이다 1.25L (업소용) 12개,16600.0,21600.0,3000.0,0.0,0.0,,OFR37099526,SKU45914489
47192,27-28-02,롯데칠성 사이다 제로 1.5L 12개,25200.0,32800.0,3000.0,0.0,0.0,,OFR98909526,SKU34348972
47193,32-30-01,해태 갈아만든배 사이다 1.5L 12개,23400.0,30400.0,3000.0,0.0,0.0,,OFR20190716,SKU34213799
47194,31-09-01,스프라이트 1.5L(업소용) 12개,14100.0,17300.0,3000.0,0.0,0.0,,OFR19178058,SKU64754034
47195,31-09,스프라이트 일반 1.5L 12개,20000.0,25200.0,3000.0,0.0,0.0,,OFR28639547,SKU33452131
47196,27-28-01,롯데칠성 사이다 1.5L 12개,28200.0,34300.0,3000.0,0.0,0.0,,OFR27520627,SKU48659082
47197,31-23,코카콜라 킨사이다(업소용) 1.5L 12개,13000.0,15800.0,3000.0,0.0,0.0,,OFR63901311,SKU21875343
